-1.162486597895622253e-01,-2.710027620196342468e-02,-1.863773912191390991e-01,-3.315448760986328125e-02,-6.753333657979965210e-02,-1.667068153619766235e-01,1.778117120265960693e-01,9.388197213411331177e-03,1.746238917112350464e-01,2.162212133407592773e-02,-2.357188016176223755e-01,-5.155168101191520691e-02,-5.167094641365110874e-04,-2.183224856853485107e-01,7.562199980020523071e-02,-2.627182938158512115e-02,2.626213058829307556e-02,-1.447589248418807983e-01,4.898743703961372375e-02,4.315719008445739746e-02,-1.251017451286315918e-01,-2.401857376098632812e-01,-1.701134890317916870e-01,1.177694201469421387e-01,1.638593822717666626e-01,1.552042663097381592e-01,5.123002827167510986e-02,6.618668138980865479e-02,2.519359588623046875e-01,9.578015655279159546e-02,-2.657232284545898438e-01,3.509334521368145943e-03
2.395889759063720703e-01,1.673520356416702271e-01,3.115076944231987000e-02,2.353090345859527588e-01,-1.788801997900009155e-01,-4.929468780755996704e-02,-1.394313126802444458e-01,-2.618896216154098511e-02,-9.009920060634613037e-02,-1.726713776588439941e-01,1.619839668273925781e-01,-2.493915259838104248e-01,-6.323631107807159424e-02,8.364623412489891052e-03,1.430488824844360352e-01,1.521819680929183960e-01,2.152274549007415771e-01,-6.597686558961868286e-02,8.707523345947265625e-02,-1.128761842846870422e-01,-1.603613197803497314e-01,-1.469096243381500244e-01,3.348433226346969604e-02,5.362167209386825562e-02,-7.936207950115203857e-02,1.051388382911682129e-01,-9.493028372526168823e-02,-2.285544276237487793e-01,1.821474879980087280e-01,-1.173565611243247986e-01,2.478983253240585327e-01,-1.810535341501235962e-01
-1.615566164255142212e-01,9.514657780528068542e-03,2.866687253117561340e-02,1.589412689208984375e-01,2.276660501956939697e-01,-1.031881943345069885e-01,1.262548379600048065e-02,-7.769470661878585815e-02,-2.704900689423084259e-02,-1.179044246673583984e-01,-5.967684835195541382e-02,-2.598254242911934853e-03,1.361816674470901489e-01,9.663227945566177368e-02,-1.393322646617889404e-01,2.315494865179061890e-01,-1.279113590717315674e-01,-1.498710066080093384e-01,-2.428008317947387695e-01,2.383970618247985840e-01,6.379312276840209961e-02,7.202352583408355713e-02,1.304403543472290039e-01,1.812305152416229248e-01,-6.716615520417690277e-03,4.148355871438980103e-02,2.259575873613357544e-01,-1.054785251617431641e-01,-3.315242752432823181e-02,3.461583703756332397e-02,1.139245554804801941e-02,-1.853204220533370972e-01
1.774353832006454468e-01,1.186757236719131470e-01,1.604032069444656372e-01,6.528066098690032959e-02,1.734240949153900146e-01,5.936370790004730225e-02,-1.358820050954818726e-01,-1.404879689216613770e-01,2.509474940598011017e-02,-1.901249289512634277e-01,1.049018800258636475e-01,2.233730852603912354e-01,-1.737720072269439697e-01,-2.114620991051197052e-02,2.100130021572113037e-01,2.207564562559127808e-01,8.784410357475280762e-02,-2.277701795101165771e-01,-1.556745916604995728e-01,-1.013595759868621826e-01,-1.503998786211013794e-01,-2.082414478063583374e-01,-9.398349374532699585e-02,5.251068994402885437e-02,1.960851401090621948e-01,5.110033228993415833e-02,-9.995463490486145020e-02,9.203626960515975952e-02,1.240696981549263000e-01,1.466008573770523071e-01,-1.341269016265869141e-01,-1.914994418621063232e-01
-2.010047882795333862e-01,-1.518323272466659546e-01,-1.473021954298019409e-01,1.537994593381881714e-01,4.937838017940521240e-02,1.589317321777343750e-01,1.639913171529769897e-01,-4.166657850146293640e-02,-3.732065483927726746e-02,-7.544010877609252930e-02,-2.481887191534042358e-01,1.142412424087524414e-01,-7.028676569461822510e-02,-5.609147623181343079e-02,1.165240257978439331e-01,-1.972243785858154297e-01,1.185429170727729797e-01,4.742408543825149536e-02,-2.268724441528320312e-01,7.223863899707794189e-02,1.811134517192840576e-01,1.174383088946342468e-01,-5.208483338356018066e-02,-1.619133502244949341e-01,1.666036695241928101e-01,-2.067617699503898621e-02,1.922366470098495483e-01,-9.454268962144851685e-02,-1.695297099649906158e-02,-2.055285312235355377e-02,-2.376961521804332733e-02,1.789422631263732910e-01
-2.296372354030609131e-01,6.625063717365264893e-02,-1.842347979545593262e-01,5.820604786276817322e-02,-3.062141314148902893e-02,1.048853546380996704e-01,1.516604125499725342e-01,-1.043152511119842529e-01,-1.861092261970043182e-02,-3.275185823440551758e-02,-1.138131394982337952e-01,6.394698470830917358e-02,-7.339179515838623047e-02,7.115704566240310669e-02,-3.576426208019256592e-02,1.476313620805740356e-01,2.244770973920822144e-01,1.560499072074890137e-01,1.290840655565261841e-01,-9.634722024202346802e-02,-2.918506227433681488e-02,1.287044882774353027e-01,-6.797876209020614624e-02,-1.505875140428543091e-01,-1.620139181613922119e-01,1.442907303571701050e-01,-1.181414648890495300e-01,-4.582873731851577759e-02,1.978713274002075195e-01,1.467695645987987518e-02,-1.200463771820068359e-01,1.137912124395370483e-01
-4.695827607065439224e-03,-7.085376232862472534e-02,2.004644721746444702e-01,2.359757274389266968e-01,-1.455390155315399170e-01,2.743235044181346893e-02,5.155504867434501648e-02,1.060556992888450623e-01,-1.563778221607208252e-01,-2.383049130439758301e-01,-1.493902504444122314e-01,-2.479865103960037231e-01,1.429400593042373657e-01,1.108117634430527687e-03,1.336621195077896118e-01,-1.767656803131103516e-01,-6.843621283769607544e-02,-2.179945586249232292e-03,-1.989419013261795044e-01,5.312384665012359619e-02,-5.070776864886283875e-02,1.687853783369064331e-01,-1.781339049339294434e-01,1.095380038022994995e-01,1.197959296405315399e-02,-1.053489521145820618e-01,5.731761455535888672e-02,-1.036221683025360107e-01,-9.867131710052490234e-02,-2.556453645229339600e-01,2.248891890048980713e-01,8.251088857650756836e-02
-1.909424513578414917e-01,1.116582900285720825e-01,2.146858870983123779e-01,-2.124879062175750732e-01,4.658035188913345337e-02,-2.411516010761260986e-01,-2.910607121884822845e-02,-8.572833985090255737e-02,1.150719448924064636e-01,3.449976444244384766e-03,-2.393519729375839233e-01,1.987178474664688110e-01,8.739382028579711914e-02,1.331452131271362305e-01,-2.223148196935653687e-01,-2.176158875226974487e-01,1.684875786304473877e-01,8.757082372903823853e-02,8.773424476385116577e-02,-1.980208605527877808e-01,-1.789702624082565308e-01,-9.756142646074295044e-02,-1.276593655347824097e-01,5.488645285367965698e-02,-2.366747856140136719e-01,2.094534933567047119e-01,4.314849898219108582e-02,-1.246162876486778259e-01,1.947056688368320465e-02,-1.962204277515411377e-01,1.040817126631736755e-01,1.637444943189620972e-01
1.889203935861587524e-01,-4.877755418419837952e-02,-1.986443847417831421e-01,2.050673067569732666e-01,5.170128494501113892e-02,8.660911768674850464e-02,2.202415168285369873e-01,-1.343810707330703735e-01,1.331365704536437988e-01,-2.128005623817443848e-01,-1.252129375934600830e-01,-9.447747468948364258e-02,-1.481557358056306839e-02,1.514156311750411987e-01,2.368552684783935547e-01,-1.274656504392623901e-01,-1.318454295396804810e-01,-1.216818094253540039e-01,5.129035934805870056e-02,5.216241814196109772e-03,5.999539047479629517e-02,7.344938814640045166e-02,2.452669888734817505e-01,-2.290354520082473755e-01,-1.092726662755012512e-01,2.167531698942184448e-01,-9.954823553562164307e-02,1.543320119380950928e-01,1.174698304384946823e-02,-6.404995918273925781e-02,-5.613319203257560730e-02,1.544740647077560425e-01
2.010261416435241699e-01,-2.951934374868869781e-02,-1.229195855557918549e-02,-1.313993930816650391e-01,8.070670813322067261e-02,-1.278807520866394043e-01,-2.941238135099411011e-02,1.540149152278900146e-01,1.723298430442810059e-01,-2.470126748085021973e-01,-6.557060033082962036e-02,1.099124699831008911e-01,2.460250258445739746e-02,7.598169147968292236e-02,8.796201646327972412e-02,-1.789715439081192017e-01,1.109350323677062988e-01,-2.328534722328186035e-01,-1.283217873424291611e-02,-3.070898354053497314e-02,-7.201209664344787598e-02,-1.082820966839790344e-01,-1.274778544902801514e-01,1.661035418510437012e-01,2.285892609506845474e-03,3.980490565299987793e-02,-1.132877990603446960e-01,-1.153461635112762451e-01,1.230446547269821167e-01,1.390262246131896973e-01,1.736382246017456055e-01,-9.497905150055885315e-03
